Date,EURUSD.bid
2016-06-14 00:01:37.248000+00:00,1.12864
2016-06-14 00:01:37.799000+00:00,1.12864
2016-06-14 00:01:39.158000+00:00,1.12864
2016-06-14 00:01:39.700000+00:00,1.12864
2016-06-14 00:01:40.254000+00:00,1.12864
2016-06-14 00:01:40.905000+00:00,1.12864
2016-06-14 00:01:41.949000+00:00,1.12864
2016-06-14 00:01:43.372000+00:00,1.12864
2016-06-14 00:01:44.727000+00:00,1.12864
2016-06-14 00:01:49.211000+00:00,1.12864
2016-06-14 00:01:49.925000+00:00,1.12863
2016-06-14 00:01:50.541000+00:00,1.12862
2016-06-14 00:01:50.895000+00:00,1.12862
2016-06-14 00:01:52.098000+00:00,1.12862
2016-06-14 00:01:52.605000+00:00,1.12862
2016-06-14 00:01:53.232000+00:00,1.12862
2016-06-14 00:01:58.089000+00:00,1.12862
2016-06-14 00:01:58.140000+00:00,1.12862
2016-06-14 00:01:58.653000+00:00,1.12862
2016-06-14 00:02:02.576000+00:00,1.12862
2016-06-14 00:02:02.678000+00:00,1.12862
2016-06-14 00:02:05.567000+00:00,1.12861
2016-06-14 00:02:05.917000+00:00,1.12855
2016-06-14 00:02:06.768000+00:00,1.12854
2016-06-14 00:02:07.374000+00:00,1.12854
2016-06-14 00:02:08.042000+00:00,1.12854
2016-06-14 00:02:08.548000+00:00,1.12854
2016-06-14 00:02:09.054000+00:00,1.12854
2016-06-14 00:02:09.585000+00:00,1.12854
2016-06-14 00:02:10.247000+00:00,1.12854
2016-06-14 00:02:10.809000+00:00,1.12854
2016-06-14 00:02:11.315000+00:00,1.12854
2016-06-14 00:02:11.862000+00:00,1.12854
2016-06-14 00:02:12.829000+00:00,1.12856
2016-06-14 00:02:15.258000+00:00,1.12858
2016-06-14 00:02:15.360000+00:00,1.12859
2016-06-14 00:02:15.766000+00:00,1.12858
2016-06-14 00:02:15.919000+00:00,1.12856
2016-06-14 00:02:18.069000+00:00,1.12857
2016-06-14 00:02:21.182000+00:00,1.12856
2016-06-14 00:02:21.688000+00:00,1.12854
2016-06-14 00:02:21.998000+00:00,1.12854
2016-06-14 00:02:22.717000+00:00,1.12853
2016-06-14 00:02:23.224000+00:00,1.12853
2016-06-14 00:02:23.885000+00:00,1.12853
2016-06-14 00:02:24.493000+00:00,1.12854
2016-06-14 00:02:24.999000+00:00,1.12854
2016-06-14 00:02:25.303000+00:00,1.12858
2016-06-14 00:02:25.354000+00:00,1.12859
2016-06-14 00:02:25.709000+00:00,1.12859
2016-06-14 00:02:26.236000+00:00,1.12859
2016-06-14 00:02:29.596000+00:00,1.12859
2016-06-14 00:02:30.153000+00:00,1.12859
2016-06-14 00:02:30.961000+00:00,1.12859
2016-06-14 00:02:32.557000+00:00,1.12859
2016-06-14 00:02:34.184000+00:00,1.12859
2016-06-14 00:02:34.870000+00:00,1.12859
2016-06-14 00:02:35.878000+00:00,1.12861
2016-06-14 00:02:36.031000+00:00,1.12861
2016-06-14 00:02:40.033000+00:00,1.12861
2016-06-14 00:02:40.968000+00:00,1.12861
2016-06-14 00:02:41.488000+00:00,1.12861
2016-06-14 00:02:43.297000+00:00,1.12861
2016-06-14 00:02:44.509000+00:00,1.12861
2016-06-14 00:02:44.745000+00:00,1.12861
2016-06-14 00:02:45.254000+00:00,1.12862
2016-06-14 00:02:46.586000+00:00,1.12863
2016-06-14 00:02:46.840000+00:00,1.12863
2016-06-14 00:02:47.758000+00:00,1.12864
2016-06-14 00:02:48.317000+00:00,1.12866
2016-06-14 00:02:48.470000+00:00,1.12864
2016-06-14 00:02:49.229000+00:00,1.12863
2016-06-14 00:02:49.935000+00:00,1.12868
2016-06-14 00:02:50.087000+00:00,1.1287
2016-06-14 00:02:50.189000+00:00,1.12872
2016-06-14 00:02:50.240000+00:00,1.12872
2016-06-14 00:02:50.746000+00:00,1.12873
2016-06-14 00:02:55.255000+00:00,1.12873
2016-06-14 00:02:56.261000+00:00,1.12873
2016-06-14 00:02:58.531000+00:00,1.12873
2016-06-14 00:02:58.989000+00:00,1.12871
2016-06-14 00:02:59.832000+00:00,1.12871
2016-06-14 00:03:00.383000+00:00,1.12871
2016-06-14 00:03:01.342000+00:00,1.12871
2016-06-14 00:03:03.501000+00:00,1.12873
2016-06-14 00:03:04.051000+00:00,1.12876
2016-06-14 00:03:04.961000+00:00,1.12876
2016-06-14 00:03:09.568000+00:00,1.12876
2016-06-14 00:03:09.638000+00:00,1.12873
2016-06-14 00:03:09.892000+00:00,1.12871
2016-06-14 00:03:10.397000+00:00,1.12871
2016-06-14 00:03:10.747000+00:00,1.12868
2016-06-14 00:03:11.254000+00:00,1.12868
2016-06-14 00:03:11.355000+00:00,1.12869
2016-06-14 00:03:11.425000+00:00,1.12869
2016-06-14 00:03:11.527000+00:00,1.12872
2016-06-14 00:03:12.030000+00:00,1.12871
2016-06-14 00:03:12.387000+00:00,1.1287
2016-06-14 00:03:12.894000+00:00,1.12869
2016-06-14 00:03:13.097000+00:00,1.12867
2016-06-14 00:03:13.604000+00:00,1.12868
2016-06-14 00:03:14.110000+00:00,1.12865
2016-06-14 00:03:15.139000+00:00,1.12865
2016-06-14 00:03:15.647000+00:00,1.12865
2016-06-14 00:03:21.544000+00:00,1.12865
2016-06-14 00:03:22.753000+00:00,1.12865
2016-06-14 00:03:23.017000+00:00,1.12868
2016-06-14 00:03:23.522000+00:00,1.12868
2016-06-14 00:03:27.171000+00:00,1.12869
2016-06-14 00:03:27.273000+00:00,1.12871
2016-06-14 00:03:28.251000+00:00,1.12871
2016-06-14 00:03:28.826000+00:00,1.1287
2016-06-14 00:03:29.137000+00:00,1.12868
2016-06-14 00:03:29.189000+00:00,1.12866
2016-06-14 00:03:40.428000+00:00,1.12866
2016-06-14 00:03:48.670000+00:00,1.12866
2016-06-14 00:03:48.823000+00:00,1.12863
2016-06-14 00:03:48.874000+00:00,1.12863
2016-06-14 00:03:49.442000+00:00,1.12863
2016-06-14 00:03:49.951000+00:00,1.12863
2016-06-14 00:03:50.496000+00:00,1.12863
2016-06-14 00:03:58.907000+00:00,1.12863
2016-06-14 00:03:59.414000+00:00,1.12863
2016-06-14 00:04:04.668000+00:00,1.12863
2016-06-14 00:04:04.871000+00:00,1.12861
2016-06-14 00:04:05.175000+00:00,1.12863
2016-06-14 00:04:15.059000+00:00,1.12863
2016-06-14 00:04:15.210000+00:00,1.12863
2016-06-14 00:04:15.760000+00:00,1.12864
2016-06-14 00:04:16.265000+00:00,1.12864
2016-06-14 00:04:16.982000+00:00,1.12868
2016-06-14 00:04:17.515000+00:00,1.12867
2016-06-14 00:04:17.718000+00:00,1.12865
2016-06-14 00:04:19.119000+00:00,1.12865
2016-06-14 00:04:19.170000+00:00,1.12863
2016-06-14 00:04:19.679000+00:00,1.12863
2016-06-14 00:04:23.824000+00:00,1.12864
2016-06-14 00:04:24.330000+00:00,1.12864
2016-06-14 00:04:24.533000+00:00,1.12863
2016-06-14 00:04:24.990000+00:00,1.12863
2016-06-14 00:04:25.499000+00:00,1.12863
2016-06-14 00:04:26.769000+00:00,1.12863
2016-06-14 00:04:28.827000+00:00,1.12863
2016-06-14 00:04:30.116000+00:00,1.12863
2016-06-14 00:04:35.307000+00:00,1.12863
2016-06-14 00:04:36.440000+00:00,1.12863
2016-06-14 00:04:39.165000+00:00,1.12863
2016-06-14 00:04:40.167000+00:00,1.12863
2016-06-14 00:04:40.673000+00:00,1.12863
2016-06-14 00:04:41.564000+00:00,1.12865
2016-06-14 00:04:41.666000+00:00,1.12864
2016-06-14 00:04:42.174000+00:00,1.12865
2016-06-14 00:04:42.732000+00:00,1.12864
2016-06-14 00:04:43.234000+00:00,1.12864
2016-06-14 00:04:48.016000+00:00,1.12864
2016-06-14 00:04:48.744000+00:00,1.12864
2016-06-14 00:04:48.947000+00:00,1.12868
2016-06-14 00:04:49.626000+00:00,1.12869
2016-06-14 00:04:50.186000+00:00,1.12867
2016-06-14 00:04:50.691000+00:00,1.12865
2016-06-14 00:04:52.939000+00:00,1.12866
2016-06-14 00:04:52.990000+00:00,1.12867
2016-06-14 00:04:53.193000+00:00,1.12865
2016-06-14 00:04:53.911000+00:00,1.12865
2016-06-14 00:04:54.417000+00:00,1.12865
2016-06-14 00:04:55.090000+00:00,1.12865
2016-06-14 00:04:55.597000+00:00,1.12865
2016-06-14 00:04:56.747000+00:00,1.12868
2016-06-14 00:04:57.202000+00:00,1.12866
2016-06-14 00:04:57.556000+00:00,1.12864
2016-06-14 00:04:58.070000+00:00,1.12864
2016-06-14 00:04:58.573000+00:00,1.12864
2016-06-14 00:04:58.624000+00:00,1.12866
2016-06-14 00:04:58.725000+00:00,1.12864
2016-06-14 00:04:59.281000+00:00,1.12865
2016-06-14 00:05:00.658000+00:00,1.12868
2016-06-14 00:05:00.760000+00:00,1.12867
2016-06-14 00:05:01.267000+00:00,1.12866
2016-06-14 00:05:03.076000+00:00,1.12866
2016-06-14 00:05:03.656000+00:00,1.12866
2016-06-14 00:05:08.591000+00:00,1.12865
2016-06-14 00:05:13.649000+00:00,1.12865
2016-06-14 00:05:14.157000+00:00,1.12865
2016-06-14 00:05:14.706000+00:00,1.12866
2016-06-14 00:05:14.909000+00:00,1.12868
2016-06-14 00:05:15.214000+00:00,1.12873
2016-06-14 00:05:15.316000+00:00,1.12874
2016-06-14 00:05:15.368000+00:00,1.12875
2016-06-14 00:05:15.469000+00:00,1.12875
2016-06-14 00:05:16.067000+00:00,1.12875
2016-06-14 00:05:16.475000+00:00,1.12875
2016-06-14 00:05:16.780000+00:00,1.12871
2016-06-14 00:05:17.725000+00:00,1.12873
2016-06-14 00:05:17.777000+00:00,1.12873
2016-06-14 00:05:18.438000+00:00,1.12873
2016-06-14 00:05:18.962000+00:00,1.12873
2016-06-14 00:05:19.464000+00:00,1.12873
2016-06-14 00:05:21.521000+00:00,1.12873
2016-06-14 00:05:24.137000+00:00,1.12873
2016-06-14 00:05:25.146000+00:00,1.12873
2016-06-14 00:05:26.249000+00:00,1.12873
2016-06-14 00:05:27.749000+00:00,1.12873
2016-06-14 00:05:28.054000+00:00,1.12875
2016-06-14 00:05:28.106000+00:00,1.12875
2016-06-14 00:05:31.591000+00:00,1.12877
2016-06-14 00:05:31.796000+00:00,1.12879
2016-06-14 00:05:32.417000+00:00,1.12879
2016-06-14 00:05:32.468000+00:00,1.12877
2016-06-14 00:05:32.570000+00:00,1.12876
2016-06-14 00:05:33.077000+00:00,1.12876
2016-06-14 00:05:37.204000+00:00,1.12878
2016-06-14 00:05:37.508000+00:00,1.1288
2016-06-14 00:05:39.464000+00:00,1.12877
2016-06-14 00:05:39.667000+00:00,1.12876
2016-06-14 00:05:40.168000+00:00,1.12875
2016-06-14 00:05:42.367000+00:00,1.12875
2016-06-14 00:05:43.824000+00:00,1.12875
2016-06-14 00:05:43.877000+00:00,1.12873
2016-06-14 00:05:44.132000+00:00,1.12875
2016-06-14 00:05:44.669000+00:00,1.12875
2016-06-14 00:05:48.682000+00:00,1.12878
2016-06-14 00:05:48.936000+00:00,1.12878
2016-06-14 00:05:50.025000+00:00,1.12877
2016-06-14 00:05:50.379000+00:00,1.12875
2016-06-14 00:05:50.905000+00:00,1.12875
2016-06-14 00:05:52.682000+00:00,1.12875
2016-06-14 00:05:55.233000+00:00,1.12876
2016-06-14 00:05:55.749000+00:00,1.12875
2016-06-14 00:06:00.517000+00:00,1.12876
2016-06-14 00:06:00.720000+00:00,1.12877
2016-06-14 00:06:02.866000+00:00,1.12877
2016-06-14 00:06:04.579000+00:00,1.12878
2016-06-14 00:06:04.770000+00:00,1.12877
2016-06-14 00:06:05.074000+00:00,1.12878
2016-06-14 00:06:05.328000+00:00,1.1288
2016-06-14 00:06:05.893000+00:00,1.12879
2016-06-14 00:06:06.682000+00:00,1.1288
2016-06-14 00:06:07.766000+00:00,1.1288
2016-06-14 00:06:09.238000+00:00,1.12879
2016-06-14 00:06:09.744000+00:00,1.1288
2016-06-14 00:06:11.461000+00:00,1.1288
2016-06-14 00:06:11.823000+00:00,1.1288
2016-06-14 00:06:11.875000+00:00,1.12877
2016-06-14 00:06:12.290000+00:00,1.12878
2016-06-14 00:06:12.444000+00:00,1.12879
2016-06-14 00:06:12.698000+00:00,1.1288
2016-06-14 00:06:13.615000+00:00,1.1288
2016-06-14 00:06:15.102000+00:00,1.12881
2016-06-14 00:06:15.415000+00:00,1.1288
2016-06-14 00:06:16.106000+00:00,1.12879
2016-06-14 00:06:16.614000+00:00,1.12878
2016-06-14 00:06:19.109000+00:00,1.12877
2016-06-14 00:06:20.765000+00:00,1.12878
2016-06-14 00:06:21.271000+00:00,1.12879
2016-06-14 00:06:21.777000+00:00,1.12878
2016-06-14 00:06:25.099000+00:00,1.12879
2016-06-14 00:06:25.404000+00:00,1.1288
2016-06-14 00:06:27.591000+00:00,1.12879
2016-06-14 00:06:28.107000+00:00,1.12878
2016-06-14 00:06:31.080000+00:00,1.12877
2016-06-14 00:06:31.621000+00:00,1.12879
2016-06-14 00:06:33.848000+00:00,1.12884
2016-06-14 00:06:33.899000+00:00,1.12884
2016-06-14 00:06:33.951000+00:00,1.12886
2016-06-14 00:06:34.154000+00:00,1.12888
2016-06-14 00:06:34.256000+00:00,1.1289
2016-06-14 00:06:34.357000+00:00,1.12891
2016-06-14 00:06:34.933000+00:00,1.12894
2016-06-14 00:06:34.984000+00:00,1.12894
2016-06-14 00:06:35.745000+00:00,1.12895
2016-06-14 00:06:36.451000+00:00,1.12896
2016-06-14 00:06:36.857000+00:00,1.12899
2016-06-14 00:06:37.061000+00:00,1.12899
2016-06-14 00:06:37.598000+00:00,1.129
2016-06-14 00:06:38.111000+00:00,1.12899
2016-06-14 00:06:38.374000+00:00,1.12898
2016-06-14 00:06:38.526000+00:00,1.12895
2016-06-14 00:06:39.114000+00:00,1.12896
2016-06-14 00:06:39.646000+00:00,1.12895
2016-06-14 00:06:40.651000+00:00,1.12896
2016-06-14 00:06:40.904000+00:00,1.12898
2016-06-14 00:06:41.056000+00:00,1.12898
2016-06-14 00:06:41.569000+00:00,1.12898
2016-06-14 00:06:45.839000+00:00,1.12899
2016-06-14 00:06:46.196000+00:00,1.12895
2016-06-14 00:06:48.755000+00:00,1.12894
2016-06-14 00:06:49.261000+00:00,1.12894
2016-06-14 00:06:49.700000+00:00,1.12894
2016-06-14 00:06:50.206000+00:00,1.12894
2016-06-14 00:06:50.561000+00:00,1.12892
2016-06-14 00:06:51.149000+00:00,1.1289
2016-06-14 00:06:51.354000+00:00,1.12892
2016-06-14 00:06:51.507000+00:00,1.12889
2016-06-14 00:06:51.558000+00:00,1.12889
2016-06-14 00:06:51.763000+00:00,1.12889
2016-06-14 00:06:52.135000+00:00,1.12889
2016-06-14 00:06:52.893000+00:00,1.12889
2016-06-14 00:06:53.953000+00:00,1.12889
2016-06-14 00:06:54.257000+00:00,1.12889
2016-06-14 00:06:54.833000+00:00,1.12889
2016-06-14 00:06:55.993000+00:00,1.12889
2016-06-14 00:06:56.095000+00:00,1.12887
2016-06-14 00:06:56.146000+00:00,1.12887
2016-06-14 00:06:56.349000+00:00,1.12887
2016-06-14 00:06:57.241000+00:00,1.12887
2016-06-14 00:06:58.546000+00:00,1.12887
2016-06-14 00:07:00.170000+00:00,1.12887
2016-06-14 00:07:01.949000+00:00,1.12887
2016-06-14 00:07:02.405000+00:00,1.1289
2016-06-14 00:07:03.205000+00:00,1.12896
2016-06-14 00:07:03.257000+00:00,1.12896
2016-06-14 00:07:03.410000+00:00,1.12896
2016-06-14 00:07:03.766000+00:00,1.12896
2016-06-14 00:07:04.274000+00:00,1.12896
2016-06-14 00:07:06.299000+00:00,1.12896
2016-06-14 00:07:06.973000+00:00,1.129
2016-06-14 00:07:07.517000+00:00,1.129
2016-06-14 00:07:08.299000+00:00,1.129
2016-06-14 00:07:10.345000+00:00,1.12899
2016-06-14 00:07:10.396000+00:00,1.12899
2016-06-14 00:07:10.498000+00:00,1.12899
2016-06-14 00:07:10.601000+00:00,1.12896
2016-06-14 00:07:10.702000+00:00,1.12894
2016-06-14 00:07:11.642000+00:00,1.12894
2016-06-14 00:07:11.948000+00:00,1.12895
2016-06-14 00:07:12.202000+00:00,1.12897
2016-06-14 00:07:12.406000+00:00,1.12897
2016-06-14 00:07:12.507000+00:00,1.12895
2016-06-14 00:07:13.033000+00:00,1.12894
2016-06-14 00:07:16.465000+00:00,1.12894
2016-06-14 00:07:16.737000+00:00,1.12898
2016-06-14 00:07:16.788000+00:00,1.12897
2016-06-14 00:07:16.941000+00:00,1.12897
2016-06-14 00:07:16.993000+00:00,1.12897
2016-06-14 00:07:17.146000+00:00,1.12894
2016-06-14 00:07:17.197000+00:00,1.12894
2016-06-14 00:07:18.345000+00:00,1.12894
2016-06-14 00:07:18.873000+00:00,1.12894
2016-06-14 00:07:19.793000+00:00,1.12894
2016-06-14 00:07:21.041000+00:00,1.12894
2016-06-14 00:07:21.580000+00:00,1.12894
2016-06-14 00:07:22.086000+00:00,1.12894
2016-06-14 00:07:22.799000+00:00,1.12893
2016-06-14 00:07:22.901000+00:00,1.12892
2016-06-14 00:07:23.205000+00:00,1.12889
2016-06-14 00:07:23.687000+00:00,1.12887
2016-06-14 00:07:24.832000+00:00,1.12887
2016-06-14 00:07:25.790000+00:00,1.12887
2016-06-14 00:07:25.841000+00:00,1.12887
2016-06-14 00:07:25.993000+00:00,1.12885
2016-06-14 00:07:26.499000+00:00,1.12885
2016-06-14 00:07:27.028000+00:00,1.12883
2016-06-14 00:07:27.553000+00:00,1.12885
2016-06-14 00:07:27.857000+00:00,1.12886
2016-06-14 00:07:28.059000+00:00,1.12888
2016-06-14 00:07:28.426000+00:00,1.12889
2016-06-14 00:07:29.363000+00:00,1.12888
2016-06-14 00:07:33.762000+00:00,1.12888
2016-06-14 00:07:34.170000+00:00,1.12887
2016-06-14 00:07:34.322000+00:00,1.12885
2016-06-14 00:07:35.317000+00:00,1.12884
2016-06-14 00:07:35.866000+00:00,1.12884
2016-06-14 00:07:38.125000+00:00,1.12885
2016-06-14 00:07:38.633000+00:00,1.12887
2016-06-14 00:07:39.141000+00:00,1.12887
2016-06-14 00:07:40.971000+00:00,1.12887
2016-06-14 00:07:41.663000+00:00,1.1289
2016-06-14 00:07:42.202000+00:00,1.12889
2016-06-14 00:07:42.253000+00:00,1.12889
2016-06-14 00:07:42.405000+00:00,1.12885
2016-06-14 00:07:42.976000+00:00,1.12884
2016-06-14 00:07:43.486000+00:00,1.12884
2016-06-14 00:07:45.582000+00:00,1.12884
2016-06-14 00:07:46.697000+00:00,1.12884
2016-06-14 00:07:49.951000+00:00,1.12884
2016-06-14 00:07:50.571000+00:00,1.12886
2016-06-14 00:07:56.724000+00:00,1.12885
2016-06-14 00:07:59.743000+00:00,1.12885
2016-06-14 00:08:00.384000+00:00,1.12884
2016-06-14 00:08:00.908000+00:00,1.12884
2016-06-14 00:08:01.162000+00:00,1.12884
2016-06-14 00:08:01.913000+00:00,1.12884
2016-06-14 00:08:03.514000+00:00,1.12884
2016-06-14 00:08:04.099000+00:00,1.12884
2016-06-14 00:08:05.863000+00:00,1.12884
2016-06-14 00:08:06.369000+00:00,1.12884
2016-06-14 00:08:06.420000+00:00,1.12882
2016-06-14 00:08:07.742000+00:00,1.12882
2016-06-14 00:08:08.293000+00:00,1.12882
2016-06-14 00:08:10.306000+00:00,1.12882
2016-06-14 00:08:31.535000+00:00,1.12882
2016-06-14 00:08:41.332000+00:00,1.12883
2016-06-14 00:08:41.720000+00:00,1.12884
2016-06-14 00:08:43.664000+00:00,1.12885
2016-06-14 00:08:44.257000+00:00,1.12884
2016-06-14 00:08:50.141000+00:00,1.12884
2016-06-14 00:08:51.393000+00:00,1.12884
2016-06-14 00:08:51.598000+00:00,1.12884
2016-06-14 00:08:52.880000+00:00,1.12884
2016-06-14 00:08:52.982000+00:00,1.12882
2016-06-14 00:08:53.495000+00:00,1.12881
2016-06-14 00:08:54.698000+00:00,1.12881
2016-06-14 00:08:55.219000+00:00,1.12881
2016-06-14 00:08:59.246000+00:00,1.12879
2016-06-14 00:08:59.398000+00:00,1.12879
2016-06-14 00:08:59.500000+00:00,1.12876
2016-06-14 00:09:00.535000+00:00,1.12876
2016-06-14 00:09:00.839000+00:00,1.12876
2016-06-14 00:09:01.093000+00:00,1.12877
2016-06-14 00:09:10.260000+00:00,1.12879
2016-06-14 00:09:10.767000+00:00,1.12879
2016-06-14 00:09:16.183000+00:00,1.12877
2016-06-14 00:09:18.104000+00:00,1.12878
2016-06-14 00:09:18.612000+00:00,1.12877
2016-06-14 00:09:22.473000+00:00,1.12877
2016-06-14 00:09:22.981000+00:00,1.12879
2016-06-14 00:09:23.643000+00:00,1.12879
2016-06-14 00:09:23.694000+00:00,1.12877
2016-06-14 00:09:25.689000+00:00,1.12876
2016-06-14 00:09:26.220000+00:00,1.12877
2016-06-14 00:09:30.919000+00:00,1.12877
2016-06-14 00:09:38.687000+00:00,1.12877
2016-06-14 00:09:40.689000+00:00,1.12877
2016-06-14 00:09:40.740000+00:00,1.12879
2016-06-14 00:09:41.945000+00:00,1.12879
2016-06-14 00:09:42.451000+00:00,1.12877
2016-06-14 00:09:43.286000+00:00,1.12877
2016-06-14 00:09:43.692000+00:00,1.12877
2016-06-14 00:09:44.198000+00:00,1.12877
2016-06-14 00:09:45.660000+00:00,1.12877
2016-06-14 00:09:46.166000+00:00,1.12877
2016-06-14 00:10:02.458000+00:00,1.12877
2016-06-14 00:10:02.761000+00:00,1.12876
2016-06-14 00:10:03.345000+00:00,1.12877
2016-06-14 00:10:04.316000+00:00,1.12877
2016-06-14 00:10:04.851000+00:00,1.12877
2016-06-14 00:10:06.485000+00:00,1.12877
2016-06-14 00:10:11.274000+00:00,1.12879
2016-06-14 00:10:11.580000+00:00,1.12882
2016-06-14 00:10:12.085000+00:00,1.1288
2016-06-14 00:10:12.612000+00:00,1.1288
2016-06-14 00:10:17.237000+00:00,1.1288
2016-06-14 00:10:18.434000+00:00,1.12882
2016-06-14 00:10:26.688000+00:00,1.12884
2016-06-14 00:10:26.739000+00:00,1.12885
2016-06-14 00:10:26.791000+00:00,1.12885
2016-06-14 00:10:27.178000+00:00,1.12888
2016-06-14 00:10:27.705000+00:00,1.12887
2016-06-14 00:10:30.059000+00:00,1.12887
2016-06-14 00:10:30.614000+00:00,1.12887
2016-06-14 00:10:31.125000+00:00,1.12887
2016-06-14 00:10:34.072000+00:00,1.12887
2016-06-14 00:10:46.956000+00:00,1.12887
2016-06-14 00:10:48.104000+00:00,1.12887
2016-06-14 00:10:51.564000+00:00,1.12887
2016-06-14 00:10:52.050000+00:00,1.1289
2016-06-14 00:10:52.563000+00:00,1.12892
2016-06-14 00:10:53.970000+00:00,1.1289
2016-06-14 00:10:54.983000+00:00,1.12888
2016-06-14 00:10:57.159000+00:00,1.12888
2016-06-14 00:10:57.735000+00:00,1.12887
2016-06-14 00:10:58.241000+00:00,1.12886
2016-06-14 00:10:58.880000+00:00,1.12886
2016-06-14 00:11:01.388000+00:00,1.12886
2016-06-14 00:11:01.896000+00:00,1.12887
2016-06-14 00:11:02.410000+00:00,1.12887
2016-06-14 00:11:02.916000+00:00,1.12887
2016-06-14 00:11:04.037000+00:00,1.12887
2016-06-14 00:11:04.342000+00:00,1.12882
2016-06-14 00:11:04.494000+00:00,1.1288
2016-06-14 00:11:05.019000+00:00,1.12879
2016-06-14 00:11:05.324000+00:00,1.12877
